ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Deaths
2020-06-21,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-06-21,Downsview Long Term Care Centre,North York,252.0,64
2020-06-21,Dufferin Oaks,Shelburne,160.0,0
2020-06-21,Dundurn Place Care Centre,Hamilton,201.0,<5
2020-06-21,Eagle Terrace,Newmarket,70.0,<5
2020-06-21,Earls Court Village,London,128.0,0
2020-06-21,Eastholme Home for the Aged,Powassan,128.0,0
2020-06-21,Ehatare Nursing Home,Scarborough,32.0,0
2020-06-21,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,15
2020-06-21,Elizabeth Centre,Val Caron,128.0,0
2020-06-21,Elm Grove Living Centre,Toronto,126.0,18
2020-06-21,Elmwood Place,London,90.0,0
2020-06-21,Erin Mills Lodge Nursing Home,Mississauga,86.0,17
2020-06-21,Exeter Villa,Exeter,47.0,0
2020-06-21,Extendicare Bayview,North York,205.0,12
2020-06-21,Extendicare Halton Hills,Georgetown,130.0,0
2020-06-21,Extendicare Hamilton,Hamilton,160.0,0
2020-06-21,Extendicare Lakefield,Lakefield,100.0,0
2020-06-21,Extendicare Laurier Manor,Gloucester,242.0,25
2020-06-21,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,0
2020-06-21,Extendicare Oshawa,Oshawa,175.0,0
2020-06-21,Extendicare Rouge Valley,Toronto,192.0,0
2020-06-21,Extendicare Scarborough,Scarborough,154.0,14
2020-06-21,Extendicare Southwood Lakes,Windsor,150.0,0
2020-06-21,Extendicare Starwood,Nepean,192.0,0
2020-06-21,Extendicare Tecumseh,Tecumseh,128.0,0
2020-06-21,Extendicare Timmins,Timmins,180.0,0
2020-06-21,Extendicare West End Villa,Ottawa,242.0,0
2020-06-21,Extendicare York,Sudbury,288.0,0
2020-06-21,Fairview Lodge,Whitby,198.0,0
2020-06-21,Faith Manor Nursing Home,Brampton,120.0,<5
2020-06-21,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0
2020-06-21,Fountain View Care Community,East York,158.0,0
2020-06-21,Foyer St-Viateur Nursing Home,Limoges,57.0,0
2020-06-21,Franklin Gardens Long Term Care Home,Leamington,120.0,0
2020-06-21,Garden Terrace,Kanata,160.0,0
2020-06-21,Gardenview Long Term Care Home,Townsend,64.0,0
2020-06-21,Glen Hill Strathaven,Bowmanville,210.0,0
2020-06-21,Golden Dawn Nursing Home,Lion's Head,45.0,0
2020-06-21,Golden Manor,Timmins,177.0,0
2020-06-21,Golden Years Nursing Home,Cambridge,88.0,0
2020-06-21,Grace Villa Nursing Home,Hamilton,184.0,0
2020-06-21,Greenwood Court,Stratford,45.0,<5
2020-06-21,Hallowell House,Picton,97.0,0
2020-06-21,Hampton Terrace Care Centre,Burlington,101.0,0
2020-06-21,Harmony Hills Care Community,East York,160.0,0
2020-06-21,Harold and Grace Baker Centre,Toronto,120.0,16
2020-06-21,Hastings Manor Home for the Aged,Belleville,253.0,<5
2020-06-21,Hawthorne Place Care Centre,North York,269.0,48
2020-06-21,Hellenic Care for Seniors (Toronto),Toronto,81.0,0
2020-06-21,Henley Place,London,192.0,0
2020-06-21,Heritage Green Nursing Home,Stoney Creek,167.0,<5
2020-06-21,Heron Terrace Long Term Care Community,Windsor,140.0,25
2020-06-21,Hillsdale Estates,Oshawa,300.0,0
2020-06-21,Hillsdale Terraces,Oshawa,200.0,13
2020-06-21,Hillside Manor,Stratford,90.0,0
2020-06-21,Hogarth Riverview Manor,Thunder Bay,543.0,0
2020-06-21,Humber Valley Terrace,Etobicoke (Rexdale),158.0,36
2020-06-21,Idlewyld Manor,Hamilton,192.0,0
2020-06-21,IOOF Seniors Home,Barrie,182.0,0
2020-06-21,Isabel and Arthur Meighen Manor,Toronto,168.0,48
2020-06-21,Ivan Franko Home (Etobicoke),Toronto,85.0,0
2020-06-21,Kennedy Lodge,Scarborough,289.0,0
2020-06-21,Kensington Village,London,78.0,7
2020-06-21,Kilean Lodge,Grimsby,50.0,0
2020-06-21,Kristus Darzs Latvian Home,Woodbridge,100.0,11
2020-06-21,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-06-21,Lakeshore Lodge,Etobicoke,150.0,12
2020-06-21,Lakeview Manor,Beaverton,149.0,0
2020-06-21,Lambton Meadowview Villa,Petrolia,125.0,0
2020-06-21,Lanark Heights Long Term Care Centre,Kitchener,160.0,0
2020-06-21,Lanark Lodge,Perth,163.0,0
2020-06-21,Leamington Mennonite Home Long Term Care Residence,Leamington,84.0,0
2020-06-21,Macassa  Lodge,Hamilton,270.0,0
2020-06-21,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0
2020-06-21,MacKenzie Place,Newmarket,93.0,15
2020-06-21,Madonna Care Community,Orleans,160.0,46
2020-06-21,Main Street Terrace,Toronto,150.0,0
2020-06-21,Maitland Manor,Goderich,91.0,0
2020-06-21,Malton Village Long Term Care Centre,Mississauga,160.0,0
2020-06-21,Manitoulin Lodge,Gore Bay,62.0,0
2020-06-21,Manoir Marochel,Ottawa,64.0,9
2020-06-21,Maple View,Owen Sound,29.0,0
2020-06-21,Maple View Lodge,Athens,60.0,0
2020-06-21,Maplewood,Brighton,49.0,0
2020-06-21,Markhaven,Markham,96.0,17
2020-06-21,Marshall Gowland Manor,Sarnia,126.0,0
2020-06-21,Maxville Manor,Maxville,122.0,0
2020-06-21,Maynard Nursing Home,Toronto,77.0,0
2020-06-21,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-06-21,Meadow Park (London),London,126.0,<5
2020-06-21,Miramichi Lodge,Pembroke,166.0,0
2020-06-21,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-06-21,Mon Sheong Home for the Aged,Toronto,105.0,33
2020-06-21,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160.0,0
2020-06-21,Mount Hope Centre for Long Term Care,London,394.0,0
2020-06-21,North Park Nursing Home,North York,75.0,0
2020-06-21,Northridge,Oakville,133.0,0
2020-06-21,Northview Nursing Home,Englehart,48.0,0
2020-06-21,Norwood Nursing Home,Toronto,60.0,0
2020-06-21,Orchard Villa,Pickering,233.0,70
2020-06-21,Parkview Manor Health Care Centre,Chesley,34.0,0
2020-06-21,Parkwood Mennonite Home,Waterloo,96.0,0
2020-06-21,Peel Manor,Brampton,177.0,<5
2020-06-21,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0
2020-06-21,Pinehaven Nursing Home,Waterloo,84.0,0
2020-06-21,Pioneer Manor,Sudbury,433.0,0
2020-06-21,Post Inn Village,Oakville,228.0,0
2020-06-21,Providence Healthcare,Scarborough,288.0,<5
2020-06-21,Providence Manor,Kingston,243.0,0
2020-06-21,Regency Park Long Term Care Home,Windsor,72.0,0
2020-06-21,Regina Gardens,Hamilton,128.0,0
2020-06-21,Riverside Place,Windsor,96.0,0
2020-06-21,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-06-21,Rockcliffe Care Community,Scarborough,204.0,0
2020-06-21,Rosebridge Manor,Jasper,78.0,0
2020-06-21,Royal Rose Place,Welland,96.0,20
2020-06-21,Royal Terrace,Palmerston,67.0,0
2020-06-21,Saint Luke's Place,Cambridge,114.0,0
2020-06-21,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-06-21,Shelburne Long Term Care Home,Shelburne,60.0,18
2020-06-21,Shepherd Lodge,Toronto,252.0,0
2020-06-21,Sherbourne Place,Toronto,126.0,19
2020-06-21,Sheridan Villa,Mississauga,142.0,<5
2020-06-21,Sherwood Court Long Term Care Centre,Maple,96.0,0
2020-06-21,Silverthorn Care Community,Mississauga,160.0,0
2020-06-21,South Centennial Manor,Iroquois Falls,69.0,0
2020-06-21,Southlake Residential Care Village,Newmarket,224.0,0
2020-06-21,Spencer House,Orillia,160.0,0
2020-06-21,Sprucedale Care Centre,Strathroy,96.0,0
2020-06-21,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-06-21,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0
2020-06-21,St. Joseph's at Fleming,Peterborough,200.0,<5
2020-06-21,St. Joseph's Continuing Care Centre,Cornwall,150.0,0
2020-06-21,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-06-21,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-06-21,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-06-21,St. Patrick's Home,Ottawa,288.0,<5
2020-06-21,Stirling Heights,Cambridge,110.0,0
2020-06-21,Stoneridge Manor,Carleton Place,60.0,6
2020-06-21,Strathcona Long Term Care,Mount Forest,87.0,0
2020-06-21,Sumac Lodge,Sarnia,100.0,0
2020-06-21,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5
2020-06-21,Sunnycrest Nursing Home,Whitby,136.0,0
2020-06-21,Sunnyside Home,Kitchener,263.0,0
2020-06-21,Tall Pines Long Term Care Centre,Brampton,160.0,0
2020-06-21,Telfer Place,Paris,45.0,0
2020-06-21,Temiskaming Lodge,Haileybury,83.0,0
2020-06-21,Tendercare Living Centre,Scarborough,254.0,0
2020-06-21,The Henley House,St. Catharines,160.0,0
2020-06-21,The Jewish Home for the Aged,North York,472.0,<5
2020-06-21,The Kensington Gardens,Toronto,350.0,8
2020-06-21,The Norfolk Hospital Nursing Home,Simcoe,80.0,0
2020-06-21,The O'Neill Centre,Toronto,162.0,0
2020-06-21,The Village at St. Clair,Windsor,256.0,0
2020-06-21,The Village at University Gates,Waterloo,192.0,0
2020-06-21,The Village of Erin Meadows,Mississauga,180.0,20
2020-06-21,The Village of Riverside Glen,Guelph,192.0,0
2020-06-21,The Village of Taunton Mills,Whitby,120.0,0
2020-06-21,The Village of Wentworth Heights,Hamilton,120.0,0
2020-06-21,The Village of Winston Park,Kitchener,95.0,0
2020-06-21,The Wexford,Scarborough,166.0,0
2020-06-21,The Woodlands of Sunset,Welland,121.0,0
2020-06-21,Thompson House,North York,136.0,0
2020-06-21,Thorntonview,Oshawa,154.0,0
2020-06-21,Tony Stacey Centre for Veterans' Care,Toronto,100.0,0
2020-06-21,Trinity Village Care Centre,Kitchener,150.0,18
2020-06-21,Tufford Nursing Home,St. Catharines,64.0,0
2020-06-21,Tullamore Care Community,Brampton,159.0,0
2020-06-21,Twin Oaks of Maryhill,Maryhill,31.0,0
2020-06-21,Union Villa,Unionville,160.0,0
2020-06-21,Valleyview Residence,North York,174.0,<5
2020-06-21,Vermont Square,Toronto,130.0,0
2020-06-21,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,21
2020-06-21,Villa Forum,Mississauga,160.0,10
2020-06-21,Villa Marconi,Ottawa,128.0,0
2020-06-21,Wellesley Central Place,Toronto,150.0,18
2020-06-21,Wellington Terrace Long-Term Care Home,Fergus,176.0,0
2020-06-21,Wentworth Lodge,Dundas,160.0,0
2020-06-21,Wesburn Manor,Etobicoke,192.0,<5
2020-06-21,West Oak Village,Oakville,133.0,0
2020-06-21,West Park Health Centre,St. Catharines,101.0,<5
2020-06-21,Westside,Etobicoke,242.0,<5
2020-06-21,Wikwemikong Nursing Home,Wikwemikong,59.0,0
2020-06-21,Woodland Villa,Long Sault,111.0,0
2020-06-21,Woods Park Care Centre,Barrie,123.0,0
2020-06-21,Wyndham Manor Long Term Care Centre,Oakville,128.0,0
2020-06-21,Yee Hong Centre - Markham,Markham,200.0,0
2020-06-21,Yee Hong Centre - Mississauga,Mississauga,200.0,0
2020-06-21,Yee Hong Centre - Scarborough Finch,Scarborough,250.0,0
2020-06-21,Yee Hong Centre - Scarborough McNicoll,Scarborough,155.0,0
2020-06-22,"Albright Gardens Homes, Incorporated",Beamsville,231.0,0
2020-06-22,Alexander Place,Waterdown,128.0,0
2020-06-22,Allendale,Milton,200.0,0
2020-06-22,Altamont Care Community,Scarborough,159.0,53
2020-06-22,Arbour Creek Long-Term Care Centre,Hamilton,129.0,0
2020-06-22,Avalon Retirement Centre,Orangeville,137.0,0
2020-06-22,Banwell Gardens Care Centre,Tecumseh,142.0,0
2020-06-22,Bay Ridges,Pickering,124.0,0
2020-06-22,Belmont House,Toronto,140.0,0
2020-06-22,Belmont Long Term Care Facility,Belleville,128.0,0
2020-06-22,Bendale Acres,Scarborough,302.0,0
2020-06-22,Bennett Health Care Centre,Georgetown,66.0,0
2020-06-22,Berkshire Care Centre,Windsor,231.0,0
2020-06-22,Bethany Lodge,Markham,128.0,<5
2020-06-22,Blackadar Continuing Care Centre,Dundas,80.0,0
2020-06-22,Blue Water Rest Home,Zurich,65.0,0
2020-06-22,Bonnechere Manor,Renfrew,180.0,0
2020-06-22,Bradford Valley Care Community,Bradford,246.0,12
2020-06-22,Braemar Retirement Centre,Wingham,69.0,0
2020-06-22,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0
2020-06-22,Carefree Lodge,North York,127.0,0
2020-06-22,Caressant Care Courtland,Courtland,55.0,0
2020-06-22,Caressant Care Fergus Nursing Home,Fergus,87.0,0
2020-06-22,Caressant Care Lindsay Nursing Home,Lindsay,124.0,0
2020-06-22,Caressant Care on Bonnie Place,St Thomas,116.0,0
2020-06-22,Case Manor Care Community,Bobcaygeon,96.0,0
2020-06-22,Cassellholme,North Bay,240.0,0
2020-06-22,Cawthra Gardens,Mississauga,192.0,0
2020-06-22,Cedarvale Terrace,Toronto,218.0,0
2020-06-22,Cedarwood Village,Simcoe,90.0,0
2020-06-22,Centre d'Accueil Champlain,Vanier,160.0,0
2020-06-22,Centre d'Accueil Roger Seguin,Clarence Creek,113.0,0
2020-06-22,Chartwell Aurora Long Term Care Residence,Aurora,235.0,11
2020-06-22,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,32
2020-06-22,Chartwell Brant Centre Long Term Care Residence,Burlington,175.0,0
2020-06-22,Chartwell Elmira Long Term Care Residence,Elmira,48.0,0
2020-06-22,Chartwell Gibson Long Term Care Residence,North York,202.0,9
2020-06-22,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0
2020-06-22,Chartwell Royal Oak Long Term Care Residence,Kingsville,160.0,0
2020-06-22,Chartwell Waterford Long Term Care Residence,Oakville,168.0,0
2020-06-22,Chartwell Wenleigh Long Term Care Residence,Mississauga,161.0,0
2020-06-22,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,22
2020-06-22,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,0
2020-06-22,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,12
2020-06-22,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0
2020-06-22,Chartwell Wynfield Long Term Care Residence,Oshawa,172.0,0
2020-06-22,Chelsey Park,London,247.0,0
2020-06-22,Collingwood Nursing Home,Collingwood,64.0,0
2020-06-22,Columbia Forest,Waterloo,156.0,0
2020-06-22,Copernicus Lodge,Toronto,228.0,0
2020-06-22,Country Terrace,Komoka,120.0,0
2020-06-22,Country Village Homes - Woodslee,Woodslee,104.0,18
2020-06-22,Craiglee Nursing Home,Scarborough,169.0,<5
2020-06-22,Creedan Valley Care Community,Creemore,95.0,0
2020-06-22,Creek Way Village,Burlington,144.0,0
2020-06-22,Cummer Lodge,North York,391.0,<5
2020-06-22,Delhi Long Term Care Centre,Delhi,60.0,0
2020-06-22,Dom Lipa,Etobicoke,66.0,0
2020-06-22,Douglas H. Rapelje Lodge,Welland,120.0,0
2020-06-22,Downsview Long Term Care Centre,North York,252.0,64
2020-06-22,Dufferin Oaks,Shelburne,160.0,0
2020-06-22,Dundurn Place Care Centre,Hamilton,201.0,<5
2020-06-22,Eagle Terrace,Newmarket,70.0,<5
2020-06-22,Earls Court Village,London,128.0,0
2020-06-22,Eastholme Home for the Aged,Powassan,128.0,0
2020-06-22,Ehatare Nursing Home,Scarborough,32.0,0
2020-06-22,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,15
2020-06-22,Elizabeth Centre,Val Caron,128.0,0
2020-06-22,Elm Grove Living Centre,Toronto,126.0,18
2020-06-22,Elmwood Place,London,90.0,0
2020-06-22,Erin Mills Lodge Nursing Home,Mississauga,86.0,17
2020-06-22,Exeter Villa,Exeter,47.0,0
2020-06-22,Extendicare Bayview,North York,205.0,12
2020-06-22,Extendicare Halton Hills,Georgetown,130.0,0
2020-06-22,Extendicare Hamilton,Hamilton,160.0,0
2020-06-22,Extendicare Lakefield,Lakefield,100.0,0
2020-06-22,Extendicare Laurier Manor,Gloucester,242.0,25
2020-06-22,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,0
2020-06-22,Extendicare Oshawa,Oshawa,175.0,0
2020-06-22,Extendicare Rouge Valley,Toronto,192.0,0
2020-06-22,Extendicare Scarborough,Scarborough,154.0,14
2020-06-22,Extendicare Southwood Lakes,Windsor,150.0,0
2020-06-22,Extendicare Starwood,Nepean,192.0,0
2020-06-22,Extendicare Tecumseh,Tecumseh,128.0,0
2020-06-22,Extendicare Timmins,Timmins,180.0,0
2020-06-22,Extendicare West End Villa,Ottawa,242.0,0
2020-06-22,Extendicare York,Sudbury,288.0,0
2020-06-22,Fairview Lodge,Whitby,198.0,0
2020-06-22,Faith Manor Nursing Home,Brampton,120.0,<5
2020-06-22,Finlandia Hoivakoti Nursing Home,Sudbury,112.0,0
2020-06-22,Fountain View Care Community,East York,158.0,0
2020-06-22,Foyer St-Viateur Nursing Home,Limoges,57.0,0
2020-06-22,Franklin Gardens Long Term Care Home,Leamington,120.0,0
2020-06-22,Garden Terrace,Kanata,160.0,0
2020-06-22,Gardenview Long Term Care Home,Townsend,64.0,0
2020-06-22,Glen Hill Strathaven,Bowmanville,210.0,0
2020-06-22,Golden Dawn Nursing Home,Lion's Head,45.0,0
2020-06-22,Golden Manor,Timmins,177.0,0
2020-06-22,Golden Years Nursing Home,Cambridge,88.0,0
2020-06-22,Grace Manor,Brampton,120.0,12
2020-06-22,Grace Villa Nursing Home,Hamilton,184.0,0
2020-06-22,Greenwood Court,Stratford,45.0,<5
2020-06-22,Hallowell House,Picton,97.0,0
2020-06-22,Hampton Terrace Care Centre,Burlington,101.0,0
2020-06-22,Harmony Hills Care Community,East York,160.0,0
2020-06-22,Harold and Grace Baker Centre,Toronto,120.0,16
2020-06-22,Hastings Manor Home for the Aged,Belleville,253.0,<5
2020-06-22,Hawthorne Place Care Centre,North York,269.0,48
2020-06-22,Hellenic Care for Seniors (Toronto),Toronto,81.0,0
2020-06-22,Henley Place,London,192.0,0
2020-06-22,Heritage Green Nursing Home,Stoney Creek,167.0,<5
2020-06-22,Heron Terrace Long Term Care Community,Windsor,140.0,25
2020-06-22,Hillsdale Estates,Oshawa,300.0,0
2020-06-22,Hillsdale Terraces,Oshawa,200.0,13
2020-06-22,Hillside Manor,Stratford,90.0,0
2020-06-22,Hogarth Riverview Manor,Thunder Bay,543.0,0
2020-06-22,Humber Valley Terrace,Etobicoke (Rexdale),158.0,36
2020-06-22,Idlewyld Manor,Hamilton,192.0,0
2020-06-22,IOOF Seniors Home,Barrie,182.0,0
2020-06-22,Isabel and Arthur Meighen Manor,Toronto,168.0,48
2020-06-22,Ivan Franko Home (Etobicoke),Toronto,85.0,0
2020-06-22,Kennedy Lodge,Scarborough,289.0,0
2020-06-22,Kensington Village,London,78.0,7
2020-06-22,Kilean Lodge,Grimsby,50.0,0
2020-06-22,Kristus Darzs Latvian Home,Woodbridge,100.0,11
2020-06-22,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0
2020-06-22,Lakeshore Lodge,Etobicoke,150.0,12
2020-06-22,Lakeview Manor,Beaverton,149.0,0
2020-06-22,Lambton Meadowview Villa,Petrolia,125.0,0
2020-06-22,Lanark Heights Long Term Care Centre,Kitchener,160.0,0
2020-06-22,Lanark Lodge,Perth,163.0,0
2020-06-22,Leamington Mennonite Home Long Term Care Residence,Leamington,84.0,0
2020-06-22,Macassa  Lodge,Hamilton,270.0,0
2020-06-22,Mackenzie Health Long Term Care Facility,Richmond Hill,168.0,0
2020-06-22,MacKenzie Place,Newmarket,93.0,15
2020-06-22,Madonna Care Community,Orleans,160.0,46
2020-06-22,Main Street Terrace,Toronto,150.0,0
2020-06-22,Maitland Manor,Goderich,91.0,0
2020-06-22,Malton Village Long Term Care Centre,Mississauga,160.0,0
2020-06-22,Manitoulin Lodge,Gore Bay,62.0,0
2020-06-22,Manoir Marochel,Ottawa,64.0,9
2020-06-22,Maple View,Owen Sound,29.0,0
2020-06-22,Maple View Lodge,Athens,60.0,0
2020-06-22,Maplewood,Brighton,49.0,0
2020-06-22,Markhaven,Markham,96.0,17
2020-06-22,Marshall Gowland Manor,Sarnia,126.0,0
2020-06-22,Maxville Manor,Maxville,122.0,0
2020-06-22,Maynard Nursing Home,Toronto,77.0,0
2020-06-22,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0
2020-06-22,Meadow Park (London),London,126.0,<5
2020-06-22,Miramichi Lodge,Pembroke,166.0,0
2020-06-22,Moira Place Long-Term Care Home,Tweed,128.0,0
2020-06-22,Mon Sheong Home for the Aged,Toronto,105.0,33
2020-06-22,Mon Sheong Scarborough Long Term Care Centre,Scarborough,160.0,0
2020-06-22,Mount Hope Centre for Long Term Care,London,394.0,0
2020-06-22,North Park Nursing Home,North York,75.0,0
2020-06-22,Northridge,Oakville,133.0,0
2020-06-22,Northview Nursing Home,Englehart,48.0,0
2020-06-22,Norwood Nursing Home,Toronto,60.0,0
2020-06-22,Orchard Villa,Pickering,233.0,70
2020-06-22,Parkview Manor Health Care Centre,Chesley,34.0,0
2020-06-22,Parkwood Mennonite Home,Waterloo,96.0,0
2020-06-22,Peel Manor,Brampton,177.0,<5
2020-06-22,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0
2020-06-22,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,29
2020-06-22,Pinehaven Nursing Home,Waterloo,84.0,0
2020-06-22,Pioneer Manor,Sudbury,433.0,0
2020-06-22,Post Inn Village,Oakville,228.0,0
2020-06-22,Providence Healthcare,Scarborough,288.0,<5
2020-06-22,Providence Manor,Kingston,243.0,0
2020-06-22,Regency Park Long Term Care Home,Windsor,72.0,0
2020-06-22,Regina Gardens,Hamilton,128.0,0
2020-06-22,Riverside Place,Windsor,96.0,0
2020-06-22,Riverview Manor Nursing Home,Peterborough,124.0,0
2020-06-22,Rockcliffe Care Community,Scarborough,204.0,0
2020-06-22,Rosebridge Manor,Jasper,78.0,0
2020-06-22,Royal Rose Place,Welland,96.0,20
2020-06-22,Royal Terrace,Palmerston,67.0,0
2020-06-22,Saint Luke's Place,Cambridge,114.0,0
2020-06-22,Secord Trails Care Community,Ingersoll,80.0,0
2020-06-22,Shalom Manor Long Term Care Home,Grimsby,144.0,0
2020-06-22,Shelburne Long Term Care Home,Shelburne,60.0,18
2020-06-22,Shepherd Lodge,Toronto,252.0,0
2020-06-22,Sherbourne Place,Toronto,126.0,19
2020-06-22,Sheridan Villa,Mississauga,142.0,<5
2020-06-22,Sherwood Court Long Term Care Centre,Maple,96.0,0
2020-06-22,Silverthorn Care Community,Mississauga,160.0,0
2020-06-22,South Centennial Manor,Iroquois Falls,69.0,0
2020-06-22,Southlake Residential Care Village,Newmarket,224.0,0
2020-06-22,Spencer House,Orillia,160.0,0
2020-06-22,Sprucedale Care Centre,Strathroy,96.0,0
2020-06-22,St. Andrew's Terrace Long Term Care Community,Cambridge,128.0,0
2020-06-22,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0
2020-06-22,St. Joseph's at Fleming,Peterborough,200.0,<5
2020-06-22,St. Joseph's Continuing Care Centre,Cornwall,150.0,0
2020-06-22,St. Joseph's Lifecare Centre,Brantford,205.0,0
2020-06-22,"St. Joseph's Villa, Dundas",Dundas,425.0,0
2020-06-22,"St. Joseph's Villa, Sudbury",Sudbury,128.0,<5
2020-06-22,St. Patrick's Home,Ottawa,288.0,<5
2020-06-22,Stirling Heights,Cambridge,110.0,0
2020-06-22,Stoneridge Manor,Carleton Place,60.0,6
2020-06-22,Strathcona Long Term Care,Mount Forest,87.0,0
2020-06-22,Sumac Lodge,Sarnia,100.0,0
2020-06-22,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5
2020-06-22,Sunnycrest Nursing Home,Whitby,136.0,0
2020-06-22,Tall Pines Long Term Care Centre,Brampton,160.0,0
